,phonetics_id,names,phonetics
10418,10418,korchagin,kohrch-EYE-ghihn
10419,10419,kordic,KOHR-deech
10420,10420,korei,kaw-RAY-uh
10421,10421,koroma,koh-ROH-mah
10422,10422,kortasasmita,kahr-tah-sahs-MEE-tah
10423,10423,korto,KOHR-too
10424,10424,kos,KOHS
10425,10425,kosachyov,koh-SAH-chawf
10426,10426,kosaner,koh-shehn-AIR
10427,10427,kosanov,koh-SAH-nawf
10428,10428,koshtoyev,kawsh-TOY-ehv
10429,10429,kosor,KAW-sehr
10430,10430,kostanis,koh-STAH-nees
10431,10431,kostelka,KAW-stehl-kah
10432,10432,kostov,KAWS-tawf
10433,10433,kostov,KAW-stawv
10434,10434,kostunica,kawsh-TOO-neet-sah
10435,10435,kosumi,koh-SOO-mee
10436,10436,kosygin,koh-SEE-gehn
10437,10437,kouakou,KWAH-koo
10438,10438,koubriti,koo-BREE-tee
10439,10439,kouchner,KOOSH-n-air
10440,10440,koufodinas,koo-foh-DEE-nahs
10441,10441,koulibaly,koo-LEE-bah-LEE
10442,10442,koussa,KOO-sah
10443,10443,kouyate,koo-YAH-tay
10444,10444,kovac,KOH-vahch
10446,10446,kovacevic,koh-VAH-cheh-vihch
10448,10448,kovalyov,koh-vahl-YAWF
10449,10449,kovtun,KAWF-TOON
10450,10450,kozulin,koh-ZOO-lihn
10451,10451,kozyrev,KOH-zee-rehf
10452,10452,krajisnik,KRAH-yeesh-nihk
10453,10453,kramplova,KRAHM-ploh-vah
10454,10454,krapovic,KRAH-poh-vihch
10455,10455,krashenninikov,krah-shee-NEE-nee-kawf
10456,10456,krasniqi,KRAHS-nee-chee
10457,10457,krasts,KRAHSTS
10458,10458,kravchenko,KRAHV-chehn-kaw
10460,10460,kreitzberg,KRAYTS-behrg
10461,10461,krekar,KRAY-kahr
10462,10462,krenz,KREHNTS
10463,10463,krga,KRR-gah
10464,10464,krikalyov,kree-kahl-YAWF
10465,10465,kriste,KREES-tay
10466,10466,kristopans,KREESH-toh-pahns
10467,10467,krizanovic,KREEZH-yah-noh-vihch
10468,10468,krnojelac,kehr-noh-YEH-lawts
10469,10469,krsmanovic,krss-MAH-noh-vihch
10470,10470,krstic,KRIH-steech
10471,10471,krunic,KROO-neech
10472,10472,krymgerei,kreem-geh-RAY
10473,10473,krzaklewski,k-shahk-LEHV-skee
10474,10474,kubilius,koo-BEE-luhs
10475,10475,kubis,KOO-beesh
10476,10476,kubis,KOO-bihsh
10477,10477,kubura,KOO-boo-rah
10478,10478,kucan,KOO-chahn
10479,10479,kuchma,KOOCH-mah
10480,10480,kucuk,KOO-chihk
10481,10481,kudelina,koo-DEH-lee-nah
10482,10482,kudrin,KOO-DREEN
10483,10483,kuehnl,KOO-nehl
10484,10484,kukan,KOO-kahn
10485,10485,kukes,KOO-kehs
10486,10486,kuko,KOO-koh
10487,10487,kukura,koo-KOO-rah
10488,10488,kulik,koo-LEEK
10489,10489,kulov,KOO-lawv
10637,10637,kumalo,koo-MAH-loh
10638,10638,kumar,KOO-MAHR
10639,10639,kumaratunga,koo-mah-rah-TOONG-ah
10640,10640,kunarac,koo-NAH-rahts
10641,10641,kunitsin,koo-NEET-sihn
10642,10642,kuntjorojakti,kuhn-joor-oh-YAHK-tee
10643,10643,kuolelis,koh-ah-LAH-lihs
10644,10644,kuperwasser,KOO-pehr-VAH-sehr
10645,10645,kupolokun,koo-poh-LOH-kuhn
10646,10646,kurczuk,KOOR-chook
10647,10647,kuroda,koo-ROH-dah
10648,10648,kuroyedov,koo-raw-YEH-dawf
10649,10649,kutan,koo-TAHN
10650,10650,kutateladze,koo-tah-teh-LAHD-zeh
10651,10651,kutelia,koo-TAY-lee-ah
10652,10652,kutesa,koo-TAY-sah
10653,10653,kuze,KOO-zay
10654,10654,kuzmanovic,kooz-MAHN-oh-vihch
10655,10655,kuzmuk,KOOZ-MOOK
10656,10656,kuznetsov,kooz-nyeht-SAWF
10657,10657,kvashnin,kvahsh-NYIHN
10658,10658,kvitsiani,kveet-see-AH-nee
10659,10659,kwasniewski,kvahsh-NYEHF-skee
10660,10660,kyl,K-EYE-L
10661,10661,kyprianou,kihp-ree-ah-NOO
10662,10662,kyprianou,kih-pree-ah-NOO
10663,10663,kyrpa,KEER-pah
10664,10664,kyrylenko,kyeer-eh-LEHN-kaw
10665,10665,kyuma,KEW-mah
10666,10666,laar,LAHR
10667,10667,labanino,lah-bahn-YEE-noh
10668,10668,labastida,lah-bahs-TEE-dah
10669,10669,labunets,lah-boo-NEHTS
10670,10670,labus,LAH-boos
10671,10671,labwani,lahb-WAH-nee
10672,10672,lacson,lack-SUHN
10673,10673,ladsous,lad-SOOS
10674,10674,lafer,LAH-fehr
10675,10675,lagarde,lah-GAHRD
10676,10676,lage,LAH-hay
10677,10677,lagos,LAH-gohs
10678,10678,lagumdzija,lah-GOOM-jee-ah
10679,10679,lahood,lah-HOOD
10680,10680,lahoud,lah-HOO-D
10681,10681,lainez,l-eye-NEHSS
10682,10682,laino,L-EYE-ee-noh
10683,10683,lajevardi,lah-jeh-vahr-DEE
10684,10684,lajolo,l-eye-OH-loh
10685,10685,lakoba,lah-KOH-bah
10686,10686,laksono,lahk-SAW-noh
10687,10687,laliashvili,lah-lee-AHSH-VEE-lee
10688,10688,laliotis,lahl-YOH-tees
10689,10689,lamothe,lah-MOHT
10690,10690,lamy,lah-MEE
10691,10691,landau,LAND-ow
10692,10692,landsbergis,LANDZ-behr-ghees
10693,10693,lang,LAHNG
10694,10694,lange,LAWN-ghee
10695,10695,lapid,lah-PEED
10696,10696,laraydh,lah-RAY-uhd
10697,10697,larijani,lah-rih-jah-NEE
10698,10698,larranaga,lah-rahn-YAH-gah
10699,10699,laschet,la-SCHETT
10700,10700,latif,lah-TEEF
10701,10701,latortue,lah-tohr-TOO
10702,10702,latypov,lah-TEE-pawf
10703,10703,lavagne,lah-VAHN-yah
10704,10704,lavin,lah-VEEN
10705,10705,lavrov,lahv-RAWF
10706,10706,laxman,LAHKSH-mahn
10707,10707,lazarenko,lah-zah-REHN-kaw
10708,10708,lazarevic,lah-ZAH-reh-vihch
10709,10709,le,leh-HRAHN-see
10710,10710,leahy,LAY-hee
10711,10711,lebed,L(y)EH-behd
10712,10712,lebedev,LYEH-beh-dehf
10713,10713,lebedko,leh-BEHD-koh
10714,10714,lebranchu,luh-brah(n)-SHOO
10715,10715,leghari,leh-GAH-ree
10716,10716,lekhanya,leh-KAHN-yah
10717,10717,lekic,LEH-keech
10718,10718,lekota,leh-KOH-tah
10719,10719,lenart,LEHN-ahrt
10720,10720,lenge,LEHN-geh
10721,10721,leon,LEE-ahn
10722,10722,leong,lee-AHNG
10723,10723,lepper,LEH-pehr
10724,10724,lesin,LEH-sihn
10725,10725,letelier,leh-tehl-YEHR
10726,10726,leterme,leh-TEHR-meh
10727,10727,letta,LEH-tah
10729,10729,leutar,LAY-oo-tahr
10730,10730,levesque,luh-VEHK
10731,10731,levy,LAY-vee
10732,10732,levy,LEH-vee
10733,10733,lexa,LEHK-sah
10734,10734,leyva,LAY-vah
10735,10735,lieberman,LEE-behr-mahn
10736,10736,lieberman,LEE-behr-muhn
10737,10737,lileikis,lih-LAY-kees
10738,10738,lilic,LIH-lihch
10739,10739,lilikas,lee-LEE-kahs
10740,10740,lim,LEEM
10741,10741,limaj,LEEM-EYE
10927,10927,limonov,lee-MAH-nawf
10928,10928,lindh,LIHND
10929,10929,lindor,LIHN-door
10930,10930,lini,LEE-nee
10931,10931,linic,LIH-nihch
10932,10932,linkevicius,leen-KAAH-vih-chuhs
10933,10933,liparteliani,LEE-pahr-teh-lee-ah-nee
10934,10934,lipponen,LIH-poh-nehn
10935,10935,liska,LEESH-kah
10936,10936,lissouba,lee-SOO-bah
10937,10937,litvin,liht-VIHN
10938,10938,litvinenko,liht-vee-NYEHN-kaw
10939,10939,livnat,leev-NAHT
10940,10940,livni,LIHV-nee
10941,10941,ljajic,L-(Y-EYE)-ch
10942,10942,lloreda,johr-RAY-dah
10943,10943,lluch,YOOSH
10944,10944,loghmanian,lawg-MAH-nee-ahn
10945,10945,lominadze,loh-mih-NAHD-zeh
10946,10946,loncar,LOHN-chahr
10947,10947,londono,lohn-DOHN-yoh
10948,10948,longuet,LAWNG-ih
10949,10949,lordkipanidze,lohrd-kee-pah-NEED-sah
10950,10950,loshchinin,law-SHEE-nihn
10951,10951,losyukov,loh-syoo-KAWF
10952,10952,lotfian,lawt-fee-AHN
10953,10953,loughner,LAHF-nehr
10954,10954,lovrin,LOHV-rihn
10955,10955,lowassa,loh-WAH-sah
10956,10956,loysukov,lohzh-yoo-KAWF
10957,10957,lozancic,LOH-zahn-cheech
10958,10958,lubanga,loo-BAHN-gah
10959,10959,lubbers,LUH-buhrs
10960,10960,lucic,LOO-chihch
10961,10961,lucinschi,loo-CHEEN-skee
10962,10962,ludin,loo-DEEN
10963,10963,lugo,LOO-goh
10964,10964,lugovoi,LOO-GAW-VOY
10965,10965,lujans,LOO-yahns
10966,10966,lukashenko,loo-kah-SHEHN-kaw
10967,10967,lukic,LOO-kihch
10971,10971,lukin,LOO-keen
10972,10972,lukman,LOO-K-mahn
10973,10973,lukovac,LOO-koh-vahts
10974,10974,lukovic,LOO-koh-vihch
10975,10975,luksic,LOOK-sheech
10976,10976,lukuridze,loo-koo-REED-zeh
10977,10977,lukyanov,loo-K-YAH-nawf
10978,10978,lule,LOO-leh
10979,10979,lumumba,luh-MUHM-bah
10981,10981,lundestad,loon-dehn-STAT
10982,10982,lupolianski,loo-pohl-(ee)-YAHN-skee
10983,10983,lupu,LOO-poo
10984,10984,lusinchi,loo-SIHN-chee
10985,10985,luzhkov,loozh-KAWF
10986,10986,lykketoft,LOOK-eh-tohft
10987,10987,lyngdoh,lihng-DOH
10989,10989,lyubicic,LYOO-bee-chihch
10990,10990,mmembe,MEHM-beh
10991,10991,maaroufi,mah-ROO-fee
10992,10992,maathai,maht-EYE
10993,10993,mabruk,mah-BROOK
10994,10994,mabuchi,MAH-boo-chee
10995,10995,maccarone,mah-kah-ROH-neh
10996,10996,maccido,mah-CHEE-doh
10997,10997,macedo,mah-SAY-doh
10998,10998,machar,mah-SHAHR
10999,10999,machel,mah-SHEHL
11000,11000,machimura,mah-CHEE-moo-rah
11001,11001,macron,MA-crohn
11002,11002,madani,MAH-dah-nee
11003,11003,made,MAH-day
11004,11004,madl,MAD-uhl
11005,11005,madoff,MAY-dawf
11006,11006,madoka,mah-DOH-kah
11007,11007,madrazo,mah-DRAH-zoh
11008,11008,maduekwe,mah-doo-WAY-kway
11009,11009,madumarov,mah-doo-MAH-rawv
11010,11010,maduna,muh-DOO-nuh
11011,11011,maduro,mah-DOO-roh
11013,11013,mady,mah-DEE
11014,11014,maehara,mah-ee-HAH-rah
11015,11015,magnitsky,mahg-NEET-skee
11016,11016,magomadov,mah-goh-MAHD-awf
11017,11017,magomedov,mah-goh-MYEH-dawf
11018,11018,maharaj,mah-hah-RAHJ
11019,11019,maharramov,mah-hah-RAH-mawf
11020,11020,maher,MAH-hehr
11021,11021,mahfud,mah-FOOD
11022,11022,mahlab,MAAH-(hah)-lehb
11024,11024,mahmoudi,mah-MOO-dee
11025,11025,mahsouli,mah-soo-LEE
11026,11026,mahuad,mah-WAHD
11027,11027,mai,M-EYE
11028,11028,maia,M-EYE-ah
11029,11029,maitiq,mah-ee-TEEK
11030,11030,maiyegun,m-eye-YAY-guhn
11031,11031,majadle,mah-JAHD-leh
11032,11032,majali,mah-JAH-lee
11033,11033,majko,M-EYE-koh
11034,11034,makarov,mah-KAH-rohv
11035,11035,makasi,mah-KAH-see
11036,11036,makenga,mah-KEHN-gah
11037,11037,makhmudov,mahk-MOO-dawf
11038,11038,makki,mah-KEE
11039,11039,makoni,mah-KOH-nee
11040,11040,maksoud,mahk-SOOD
11041,11041,malaj,MAHL-eye
11042,11042,malan,meh-LAHN
11043,11043,malek,MAL-ehk
11044,11044,malewezi,mah-leh-WAY-zee
11045,11045,malik,MEH-lihk
11046,11046,malik,MAH-lihk
11047,11047,maljkovic,M-EYE-L-koh-vihch
11048,11048,mally,mah-LEE
11049,11049,malu,MAY-loo
11278,11278,malyshkin,mah-LYOOSH-kihn
11279,11279,mamboundou,mahm-BOON-doo
11280,11280,mamedov,mah-MYEHD-awf
11281,11281,mammadov,mah-MEH-dawf
11282,11282,mammedyarov,mah-mehd-YAHR-awf
11283,11283,mamsurov,mahm-SOOR-ahv
11284,11284,mamun,mah-MOON
11285,11285,manasievski,mah-nah-SEE-ehv-skee
11286,11286,manasrah,mah-NAHS-rah
11287,11287,mandela,mahn-DEH-lah
11288,11288,mandelson,MAN-dehl-suhn
11289,11289,mandic,MAHN-dihch
11291,11291,mane,MAH-neh
11292,11292,mangalaza,mahn-gah-LAH-zah
11293,11293,mangkusubroto,mahng-koo-soo-BRAW-toh
11294,11294,manglapus,mahn-GLAH-poos
11295,11295,mani,MAH-nee
11296,11296,manigat,mah-nee-GAH
11298,11298,maniglia,mah-NEEG-lee-ah
11299,11299,mankiw,MAN-kew
11300,11300,mansour,mahn-SOOR
11302,11302,mantassir,MAHN-tah-seer
11303,11303,mantega,MAHN-teh-gah
11304,11304,mantu,MAHN-too
11305,11305,manuputty,mah-noo-poo-TEE
11306,11306,manyika,mahn-YEE-kah
11307,11307,mapombere,mah-pohmb-AIR-ay
11308,11308,mappaseng,MAH-PAH-SEHNG
11309,11309,mara,MAH-rah
11310,11310,marapona,mah-rah-PAH-nah
11311,11311,marauta,mah-RAU-tah
11312,11312,marchuk,mahr-CHOOK
11313,11313,marcinkiewicz,mahr-cheen-KYEH-vihch
11314,11314,marcos,MAHR-kohs
11315,11315,marende,mah-REHN-day
11316,11316,margvelashvili,mahrg-veh-lahsh-VEE-lee
11317,11317,marinich,mah-REE-neech
11318,11318,marjanovic,mahr-YAHN-oh-veech
11319,11319,markac,MAHR-kahch
11320,11320,markelov,mahrk-YEHL-awf
11321,11321,markova,MAHR-koh-vah
11322,11322,markovic,MAHR-koh-vihch
11329,11329,marois,mahr-WAH
11330,11330,maroni,mah-ROH-nee
11331,11331,marovic,MAHR-oh-vihch
11332,11332,marquez,MAHR-kehs
11333,11333,marsicanin,mahr-SHEE-chah-neen
11334,11334,martelly,mahr-TEH-lee
11335,11335,martin,mahr-TEEN
11336,11336,martin,MAHR-tihn
11337,11337,martinelli,mahr-tih-NEH-lee
11338,11338,martonyni,MAHR-tohn-yee
11339,11339,martsev,MAHRT-sehv
11340,11340,martynov,mahr-TEE-nuhf
11341,11341,marulanda,mah-roo-LAHN-dah
11342,11342,marzouki,mahr-ZOO-kee
11343,11343,mashaee,mash-aw-YEE
11344,11344,masharawi,mah-shah-RAH-wee
11345,11345,mashour,mah-SHOOR
11346,11346,masih,mass-SEE
11347,11347,masimov,mah-SEEM-awf
11348,11348,masire,mah-SEE-ray
11350,11350,maskhadov,mahs-KAH-dawf
11351,11351,maslyukov,mahs-lyoo-KAHF
11352,11352,masorin,mah-SOOR-ihn
11353,11353,masoum,mah-SOOM
11354,11354,massera,MAH-seh-rah
11355,11355,massi,mah-SEE
11358,11358,matas,MAH-tahs
11359,11359,matic,MAH-tihch
11360,11360,matijasevic,mah-tee-AH-sheh-vihch
11361,11361,matombo,mah-TOHM-boh
11362,11362,matoub,mah-TOOB
11363,11363,matsakis,maht-SAH-kees
11364,11364,matsumoto,maht-soo-MOH-toh
11365,11365,mattysse,mah-TEESS
11366,11366,matvienko,maht-vee-EHN-kaw
11368,11368,matzkin,MAHTS-keen
11369,11369,mauer,MAU-ehr
11370,11370,maurtua,mah-OOR-too-ah
11371,11371,mavronicolas,mahv-rah-nee-KOH-lahs
11372,11372,maylian,m-eye-lee-AHN
11373,11373,mayombo,m-eye-YOHM-boh
11374,11374,mazeaud,maz-OO
11375,11375,mazimhaka,mah-zee-MAH-kah
11376,11376,mazloum,mahz-LOHM
11377,11377,mazoka,mah-ZOH-kah
11378,11378,mazowiecki,mah-zoh-vee-EHT-skee
11379,11379,mazrouei,MAHZ-ROO-EE
11380,11380,mazuz,mah-ZOOZ
11381,11381,mbabazi,(m)BAH-bah-zee
11382,11382,mbai,m-B-EYE-ee
11383,11383,mbarushimana,mm-bah-roo-shee-MAH-nah
11384,11384,mbeki,mmm-BEH-kee
11385,11385,mbete,mm-BEH-teh
11386,11386,mcaleese,MACK-ah-leess
11387,11387,mclaughlin,mihk-LAHF-lihn
11388,11388,mduwimana,(n)doo-ee-MAH-nah
11389,11389,meakic,may-AH-keech
11390,11390,meciar,MEH-chee-ahr
11391,11391,meckassoua,MEH-kah-swah
11392,11392,medelci,MEH-dehl-see
11393,11393,medgyessy,MEHD-yeh-shee
11395,11395,mediu,meh-DYEW
11396,11396,medojevic,meh-DOY-eh-vihch
11397,11397,medvedchuk,MEHD-VEHD-CHOOK
11398,11398,medvedev,m(y)ehd-V(y)EHD-yehf
11399,11399,medvedkoh,MEHD-VEHD-kaw
11400,11400,medvedkov,mehd-VEHD-kawv
11401,11401,mehalba,meh-HAL-bah
11402,11402,mehlis,MAY-LIHSS
11403,11403,mehmeti,MEH-meh-tee
11404,11404,mehmeti,meh-MEH-tee
11405,11405,mehralizadeh,MAY-hehr-ah-lee-zah-DEH
11406,11406,mehsud,meh-SOOD
11409,11409,mehta,MEH-tah
11410,11410,meidani,may-DAH-nee
11411,11411,meimarakis,may-mah-RAH-keess
11412,11412,meir,may-EER
11413,11413,mejakic,M-EYE-ah-kehch
11414,11414,mejia,may-HEE-ah
11415,11415,mekdad,mehk-DAHD
11416,11416,mekki,MEHK-kee
11417,11417,mekki,MACK-ee
11418,11418,meksi,MEHK-see
11419,11419,melkert,MEHL-krrt
11420,11420,meller,MEHL-ehr
11723,11723,melnichenko,mehl-nih-CHEHN-kaw
11724,11724,membe,MEHM-bay
11725,11725,memene,meh-MEHN-ee
11726,11726,menagarishvili,meh-nah-gah-reesh-VEE-lee
11727,11727,menchu,mehn-CHOO
11728,11728,mendez,MEHN-dehs
11729,11729,menem,MEH-nehm
11730,11730,mer,M-AIR
11731,11731,merabishvili,meer-ah-beesh-VEE-lee
11732,11732,merani,meer-AH-nee
11734,11734,mercadante,m-air-kah-DEHN-cheh
11735,11735,mercado,m-air-KAH-doh
11736,11736,meredov,meh-REH-dawf
11737,11737,meri,MEH-ree
11738,11738,merino,meh-REE-noh
11739,11739,merkel,M-AIR-kl
11740,11740,meron,meh-ROHN
11741,11741,mesa,MAY-sah
11742,11742,mesbahi,MEHS-BAH-HEE
11743,11743,mesereau,MEHZZ-roh
11744,11744,mesfin,MEHS-fihn
11745,11745,meshaal,MEH-shall
11746,11746,meshaima,meh-SHAY-mah
11747,11747,meshoe,MEH-shoo
11748,11748,mesic,MEH-sihch
11749,11749,meta,MAY-tah
11750,11750,metayer,meh-tay-YAY
11752,11752,mezhiyeva,meh-ZHEE-ehv-ah
11753,11753,mgaloblishvili,(m)gah-LOH-bleesh-VEE-lee
11754,11754,michalak,mih-KAHL-ihk
11755,11755,michel,mee-SHEHL
11756,11756,micheletti,mee-chih-LEH-tee
11757,11757,michuki,mee-CHOO-kee
11758,11758,micic,MEE-cheech
11759,11759,micic,MEE-chihch
11760,11760,micunovic,MEE-CHEW-noh-vihch
11761,11761,mideksa,mee-DEHK-sah
11762,11762,mielke,MEEL-keh
11763,11763,mihailova,nahd-YEHZH-dah
11764,11764,mihailovic,mee-H-EYE-loh-vihch
11765,11765,mihajlov,mee-H-EYE-lahv
11767,11767,mijailovic,mee-EYE-loh-vihch
11768,11768,mikati,mee-KAH-tee
11769,11769,mikelic,MEE-keh-lihch
11770,11770,mikerevic,mee-KEHR-eh-vihch
11771,11771,mikhailov,mihk-EYE-lawf
11772,11772,miklos,MIHK-lohsh
11773,11773,miklosko,MEEK-lawsh-kaw
11774,11774,mikser,MIHK-sehr
11775,11775,miksic,MIHK-shihch
11776,11776,milani,mee-law-NEE
11777,11777,milanovic,mee-LAH-noh-vihch
11780,11780,milenkovic,mee-lehn-KOH-vihch
11781,11781,miletic,MEE-leh-tihch
11782,11782,miliband,MIHL-ih-band
11783,11783,milic,MIH-lihch
11784,11784,milinkevich,mee-leen-KAY-veech
11785,11785,miljus,MEEL-yoosh
11786,11786,miller,MEE-lehr
11787,11787,miller,MIHL-air
11788,11788,millon,MEE-YOH
11789,11789,milo,MEE-loh
11791,11791,milongo,meh-LOHN-goh
11792,11792,milosevic,mee-LOH-sheh-vihch
11796,11796,milososki,mee-LOHSH-oh-skee
11797,11797,milosz,MEE-woh-sh
11798,11798,milovanovic,mee-loh-VAHN-oh-vihch
11799,11799,milutinovic,mee-loo-TEE-noh-vihch
11800,11800,mindaoudou,mihn-DOW-doo
11801,11801,mineta,mih-NEH-tah
11802,11802,minic,MIH-neech
11803,11803,mir,MEER
11804,11804,miranda,mih-RAHN-dah
11805,11805,mirdamadi,meer-dah-mah-DEE
11806,11806,mirkazemi,meer-kah-zeh-MEE
11807,11807,mironov,mih-RAW-nawf
11808,11808,mirza,meer-ZAH
11809,11809,mirzayev,meerz-EYE-ehv
11810,11810,mirziyayev,meer-zee-YAH-yehf
11811,11811,misauri,mih-swah-REE
11812,11812,mishich,MEE-sihch
11813,11813,mishra,MIHSH-rah
11814,11814,mitreva,MEE-treh-vah
11815,11815,mitrofanov,mee-troh-FAHN-awf
11816,11816,mitsotakis,meet-soh-TAH-kees
11817,11817,mitterand,MEE-tehr-ahn(d)
11818,11818,mityukov,meet-yoo-KAWF
11819,11819,mitzna,MEETS-nah
11820,11820,miyanda,mee-AND-ah
11821,11821,miyazawa,mee-yah-ZAH-wah
11822,11822,mkapa,mmm-KAH-pah
11823,11823,mladic,MLAH-dihch
11824,11824,mladic,MLAHD-ihch
11825,11825,mlinaric,MLEE-nah-rihch
11826,11826,mnangagwa,muh-nahn-GAHG-wah
11827,11827,mobalagh,moh-bah-LAHG
11828,11828,mock,MAWK
11829,11829,mockus,MOH-koos
11830,11830,mocumbi,moh-KOOM-bee
11831,11831,modi,MOH-DEE
11832,11832,modise,moh-DEE-seh
11833,11833,mofaz,moh-FAHZ
11834,11834,mogae,MOH-eye
11835,11835,mohadi,moh-HAH-dee
11836,11836,mohajerani,moh-HAH-jeh-rah-NEE
11837,11837,mohammadi,moh-hah-mah-DEE
11838,11838,moin,moh-EEN
11839,11839,moiseyev,moy-SAY-yehv
11840,11840,moisiu,moy-SYEW
11841,11841,mojadidi,moh-jah-dih-DEE
11842,11842,mokhele,moh-KEH-hleh
11843,11843,mokhtari,mohk-tah-REE
11844,11844,molcho,MOHL-koh
11845,11845,moleleki,moh-LEHL-eh-kee
11846,11846,moltenskoi,mawl-tehn-SKOY
11847,11847,molyviatis,moh-lee-vee-AH-tees
11848,11848,momoh,MOH-moh
11849,11849,moni,MOH-nee
11850,11850,montas,mohn-TAHSS
11851,11851,montealegre,mohn-tee-ah-LEHG-reh
11852,11852,montesinos,mohn-tay-SEE-nohs
11853,11853,monti,MAWN-tee
11854,11854,mood,MOO-D
11855,11855,moragoda,mohr-ah-GOH-dah
11856,11856,morales,moh-RAH-lays
12257,12257,moravcik,MOHR-ahv-cheek
12258,12258,mordechai,MOHR-dehk-eye
12259,12259,mori,MAW-ree
12260,12260,morin,moh-RAH(n)
12261,12261,morkel,MOHR-kll
12262,12262,moroz,MOH-rohz
12263,12263,morsi,MOOR-see
12264,12264,mortazavi,mohr-tah-zah-VEE
12265,12265,moscoso,mohs-KOH-soh
12266,12266,moserova,MOH-seh-roh-VAH
12267,12267,moshoeshoe,moh-SWHEH-shweh
12268,12268,mosisili,moh-see-SEE-dee
12269,12269,mostafaei,mohs-tah-fah-EE
12270,12270,motamed,moh-tah-MEHD
12271,12271,motegi,moh-TEH-ghee
12272,12272,motlanthe,moht-LAHN-tay
12273,12273,moto,MOH-toh
12274,12274,mottaki,moh-tah-KEE
12275,12275,mouandou,(m)wahn-DOO
12276,12276,moumin,MOO-mihn
12277,12277,moupo,MOH-paw
12278,12278,mousa,MOO-sah
12279,12279,mousavian,moo-sah-vee-AHN
12280,12280,mousli,MOOS-lee
12281,12281,moussaoui,MOO-saw-wee
12282,12282,moustapha,MOO-stah-fah
12283,12283,moyo,MOY-oh
12286,12286,mpambara,m-pahn-BAH-rah
12287,12287,mrdja,MEHR-jah
12288,12288,mrksic,MEHRK-sihch
12289,12289,msika,(m)SEE-kah
12290,12290,msuya,mm-SOO-yah
12291,12291,muarif,moo-AH-reef
12292,12292,muasher,mwah-SHEHR
12293,12293,muawad,moo-AH-wahd
12294,12294,mubarak,moo-BAH-rahk
12297,12297,mudavadi,moo-DAH-vah-dee
12298,12298,mudenge,moo-DEHN-gay
12299,12299,mudzuri,mood-ZOO-ree
12300,12300,mueller,MOO-lehr
12301,12301,mueller,MUH-lehr
12302,12302,muentefering,MOON-teh-feh-ring
12303,12303,mugabarabona,MOO-gah-bah-rah-BOH-nah
12304,12304,mugabe,moo-GAH-beh
12305,12305,mugemana,moo-gay-mahn-YEE
12306,12306,mugesera,MOO-jee-seh-rah
12307,12307,mughniyeh,mohg-NEE-eh
12308,12308,muinepe,mweh-NEH-pay
12309,12309,muis,moo-EESS
12310,12310,mujahid,moo-jah-HEHT
12311,12311,mujica,moo-HEE-kah
12313,12313,mujuru,moo-JOO-roo
12314,12314,mukabaramba,moo-kah-bah-RAHM-bah
12315,12315,mukasey,mew-KAY-zee
12316,12316,mukhadirova,moo-kah-DEE-roh-vah
12317,12317,mukhamejanov,moo-kah-meh-ZHAH-nawf
12318,12318,mukherjee,MOO-kehr-jee
12319,12319,mukoko,moo-KOH-koh
12320,12320,muligande,moo-lih-GAHN-deh
12321,12321,muluzi,moo-LOO-zee
12322,12322,mumba,MOOM-bah
12323,12323,mumbengegwi,moom-behn-GHEHG-wee
12324,12324,mumcu,MOOM-choo
12325,12325,mungomba,moon-GOHM-bah
12326,12326,munyakazi,moon-YAH-kah-zee
12327,12327,muraliyev,moo-rah-LEE-yehf
12328,12328,murerwa,moo-REHR-wah
12329,12329,murigande,moor-ih-GAHN-deh
12330,12330,murr,MUH-rr
12332,12332,murtezi,moor-tehz-EYE
12333,12333,murungaru,moo-roon-GAH-roo
12334,12334,murungi,moo-ROON-ghee
12336,12336,museminari,moo-seh-mih-NAH-ree
12337,12337,museveni,moo-SEH-veh-nee
12338,12338,musharraf,moo-SHUH-ruhf
12339,12339,mushikiwabo,moo-shee-KEE-wah-boh
12340,12340,musliu,moo-slee-OO
12341,12341,musomelli,moo-soh-MEH-lee
12343,12343,mustafa,moo-STAH-fah
12344,12344,mustafaj,moo-stahf-EYE
12345,12345,musyoka,moo-SYOH-kah
12346,12346,mutalibov,moo-tah-LEE-bawv
12347,12347,mutambara,moo-tam-BAH-rah
12348,12348,mutasa,moo-TAH-sah
12349,12349,mutebutsi,moo-tay-BOOT-see
12350,12350,mutharika,moo-TAH-ree-kah
12351,12351,muvunyi,moo-VOON-yee
12352,12352,muzadi,moo-ZAH-dee
12353,12353,muzito,moo-ZEE-toh
12354,12354,mwanawasa,(m)wah-nah-WAH-sah
12355,12355,mwangale,(m)wahng-GAH-leh
12356,12356,mwape,(m)WAH-pay
12357,12357,mwiraria,(m)wee-RAH-ree-ah
12358,12358,myasnikovich,mihs-nee-KAW-vihch
12359,12359,myboto,mee-BOH-too
12360,12360,myrick,MY-rihk
12361,12361,mzali,m-ZAH-lee
12362,12362,mzoudi,(m)ZAH-OH-dee
12363,12363,ndour,(n)DOO-ehr
12364,12364,nguessan,IHN-ghee-sah(n)
12365,12365,nabarro,nah-BAH-roh
12366,12366,nabavi,NAH-BAH-VEE
12367,12367,nackaerts,NAHK-air-ts
12368,12368,nada,NAD-dah
12369,12369,nadingar,nad-ihn-GEHR
12370,12370,nagappa,nah-gah-PAH
12371,12371,nagy,NAWD-(yuh)
